Entry	Reviewed	Entry Name	Protein names	Gene Names	Length	Gene Names (ordered locus)	Gene Names (primary)	Gene Names (ORF)	Proteomes
Q6C8X5	unreviewed	Q6C8X5_YARLI	YALI0D16137p	YALI0_D16137g	558			YALI0_D16137g	UP000001300: Chromosome D
Q6C8Y0	unreviewed	Q6C8Y0_YARLI	YALI0D15972p	YALI0_D15972g	611			YALI0_D15972g	UP000001300: Chromosome D
Q6C8Y2	unreviewed	Q6C8Y2_YARLI	triacylglycerol lipase (EC 3.1.1.3)	YALI0_D15906g	324			YALI0_D15906g	UP000001300: Chromosome D
Q6C8Y3	unreviewed	Q6C8Y3_YARLI	YALI0D15862p	YALI0_D15862g	660			YALI0_D15862g	UP000001300: Chromosome D
Q6C8Y4	unreviewed	Q6C8Y4_YARLI	YALI0D15840p	YALI0_D15840g	1120			YALI0_D15840g	UP000001300: Chromosome D
Q6C8Y5	unreviewed	Q6C8Y5_YARLI	YALI0D15818p	YALI0_D15818g	170			YALI0_D15818g	UP000001300: Chromosome D
Q6C8Y6	unreviewed	Q6C8Y6_YARLI	YALI0D15796p	YALI0_D15796g	269			YALI0_D15796g	UP000001300: Chromosome D
Q6C8Z0	unreviewed	Q6C8Z0_YARLI	YALI0D15686p	YALI0_D15686g	246			YALI0_D15686g	UP000001300: Chromosome D
Q6C8Z1	unreviewed	Q6C8Z1_YARLI	YALI0D15664p	YALI0_D15664g	346			YALI0_D15664g	UP000001300: Chromosome D
Q6C8Z2	unreviewed	Q6C8Z2_YARLI	YALI0D15642p	YALI0_D15642g	1006			YALI0_D15642g	UP000001300: Chromosome D
Q6C8Z5	unreviewed	Q6C8Z5_YARLI	YALI0D15576p	YALI0_D15576g	230			YALI0_D15576g	UP000001300: Chromosome D
Q6C8Z6	unreviewed	Q6C8Z6_YARLI	YALI0D15554p	YALI0_D15554g	653			YALI0_D15554g	UP000001300: Chromosome D
Q6C8Z7	unreviewed	Q6C8Z7_YARLI	YALI0D15532p	YALI0_D15532g	388			YALI0_D15532g	UP000001300: Chromosome D
Q6C8Z9	unreviewed	Q6C8Z9_YARLI	YALI0D15488p	YALI0_D15488g	529			YALI0_D15488g	UP000001300: Chromosome D
Q6C900	unreviewed	Q6C900_YARLI	YALI0D15466p	YALI0_D15466g	110			YALI0_D15466g	UP000001300: Chromosome D
Q6C902	unreviewed	Q6C902_YARLI	YALI0D15422p	YALI0_D15422g	540			YALI0_D15422g	UP000001300: Chromosome D
Q6C904	unreviewed	Q6C904_YARLI	YALI0D15378p	YALI0_D15378g	608			YALI0_D15378g	UP000001300: Chromosome D
Q6C905	unreviewed	Q6C905_YARLI	YALI0D15356p	YALI0_D15356g	1098			YALI0_D15356g	UP000001300: Chromosome D
Q6C911	unreviewed	Q6C911_YARLI	YALI0D15224p	YALI0_D15224g	30			YALI0_D15224g	UP000001300: Chromosome D
Q6C913	unreviewed	Q6C913_YARLI	YALI0D15180p	YALI0_D15180g	154			YALI0_D15180g	UP000001300: Chromosome D
Q6C914	unreviewed	Q6C914_YARLI	YALI0D15158p	YALI0_D15158g	678			YALI0_D15158g	UP000001300: Chromosome D
Q6C915	unreviewed	Q6C915_YARLI	YALI0D15136p	YALI0_D15136g	180			YALI0_D15136g	UP000001300: Chromosome D
Q6C916	unreviewed	Q6C916_YARLI	YALI0D15114p	YALI0_D15114g	585			YALI0_D15114g	UP000001300: Chromosome D
Q6C917	unreviewed	Q6C917_YARLI	Protein yippee-like	YALI0_D15092g	116			YALI0_D15092g	UP000001300: Chromosome D
Q6C918	unreviewed	Q6C918_YARLI	YALI0D15070p	YALI0_D15070g	214			YALI0_D15070g	UP000001300: Chromosome D
Q6C919	unreviewed	Q6C919_YARLI	YALI0D15048p	YALI0_D15048g	767			YALI0_D15048g	UP000001300: Chromosome D
Q6C920	unreviewed	Q6C920_YARLI	YALI0D15026p	YALI0_D15026g	607			YALI0_D15026g	UP000001300: Chromosome D
Q6C921	unreviewed	Q6C921_YARLI	YALI0D15004p	YALI0_D15004g	1097			YALI0_D15004g	UP000001300: Chromosome D
Q6C925	unreviewed	Q6C925_YARLI	YALI0D14872p	YALI0_D14872g	656			YALI0_D14872g	UP000001300: Chromosome D
Q6C927	unreviewed	Q6C927_YARLI	YALI0D14784p	YALI0_D14784g	506			YALI0_D14784g	UP000001300: Chromosome D
Q6C930	unreviewed	Q6C930_YARLI	YALI0D14674p	YALI0_D14674g	317			YALI0_D14674g	UP000001300: Chromosome D
Q6C933	unreviewed	Q6C933_YARLI	YALI0D14608p	YALI0_D14608g	240			YALI0_D14608g	UP000001300: Chromosome D
Q6C934	unreviewed	Q6C934_YARLI	YALI0D14586p	YALI0_D14586g	109			YALI0_D14586g	UP000001300: Chromosome D
Q6C935	unreviewed	Q6C935_YARLI	YALI0D14564p	YALI0_D14564g	237			YALI0_D14564g	UP000001300: Chromosome D
Q6C939	unreviewed	Q6C939_YARLI	YALI0D14476p	YALI0_D14476g	800			YALI0_D14476g	UP000001300: Chromosome D
Q6C940	unreviewed	Q6C940_YARLI	YALI0D14454p	YALI0_D14454g	336			YALI0_D14454g	UP000001300: Chromosome D
Q6C941	unreviewed	Q6C941_YARLI	YALI0D14432p	YALI0_D14432g	148			YALI0_D14432g	UP000001300: Chromosome D
Q6C943	unreviewed	Q6C943_YARLI	YALI0D14388p	YALI0_D14388g	410			YALI0_D14388g	UP000001300: Chromosome D
Q6C944	unreviewed	Q6C944_YARLI	YALI0D14366p	YALI0_D14366g	366			YALI0_D14366g	UP000001300: Chromosome D
Q6C945	unreviewed	Q6C945_YARLI	YALI0D14344p	YALI0_D14344g	304			YALI0_D14344g	UP000001300: Chromosome D
Q6C951	unreviewed	Q6C951_YARLI	YALI0D13992p	YALI0_D13992g	906			YALI0_D13992g	UP000001300: Chromosome D
Q6C952	unreviewed	Q6C952_YARLI	YALI0D13970p	YALI0_D13970g	502			YALI0_D13970g	UP000001300: Chromosome D
Q6C955	unreviewed	Q6C955_YARLI	YALI0D13882p	YALI0_D13882g	165			YALI0_D13882g	UP000001300: Chromosome D
Q6C956	unreviewed	Q6C956_YARLI	YALI0D13860p	YALI0_D13860g	177			YALI0_D13860g	UP000001300: Chromosome D
Q6C960	unreviewed	Q6C960_YARLI	YALI0D13772p	YALI0_D13772g	455			YALI0_D13772g	UP000001300: Chromosome D
Q6C964	unreviewed	Q6C964_YARLI	YALI0D13684p	YALI0_D13684g	1042			YALI0_D13684g	UP000001300: Chromosome D
Q6C965	unreviewed	Q6C965_YARLI	YALI0D13662p	YALI0_D13662g	131			YALI0_D13662g	UP000001300: Chromosome D
Q6C966	unreviewed	Q6C966_YARLI	YALI0D13640p	YALI0_D13640g	573			YALI0_D13640g	UP000001300: Chromosome D
Q6C967	unreviewed	Q6C967_YARLI	YALI0D13618p	YALI0_D13618g	929			YALI0_D13618g	UP000001300: Chromosome D
Q6C969	unreviewed	Q6C969_YARLI	Ribosomal lysine N-methyltransferase 5	YALI0_D13574g	306			YALI0_D13574g	UP000001300: Chromosome D
Q6C970	unreviewed	Q6C970_YARLI	YALI0D13552p	YALI0_D13552g	513			YALI0_D13552g	UP000001300: Chromosome D
Q6C971	unreviewed	Q6C971_YARLI	YALI0D13530p	YALI0_D13530g	382			YALI0_D13530g	UP000001300: Chromosome D
Q6C972	unreviewed	Q6C972_YARLI	YALI0D13508p	YALI0_D13508g	223			YALI0_D13508g	UP000001300: Chromosome D
Q6C973	unreviewed	Q6C973_YARLI	YALI0D13486p	YALI0_D13486g	343			YALI0_D13486g	UP000001300: Chromosome D
Q6C974	unreviewed	Q6C974_YARLI	YALI0D13464p	YALI0_D13464g	970			YALI0_D13464g	UP000001300: Chromosome D
Q6C976	unreviewed	Q6C976_YARLI	YALI0D13288p	YALI0_D13288g	204			YALI0_D13288g	UP000001300: Chromosome D
Q6C977	unreviewed	Q6C977_YARLI	YALI0D13266p	YALI0_D13266g	498			YALI0_D13266g	UP000001300: Chromosome D
Q6C978	unreviewed	Q6C978_YARLI	YALI0D13255p	YALI0_D13255g	376			YALI0_D13255g	UP000001300: Chromosome D
Q6C981	unreviewed	Q6C981_YARLI	YALI0D13200p	YALI0_D13200g	144			YALI0_D13200g	UP000001300: Chromosome D
Q6C983	unreviewed	Q6C983_YARLI	YALI0D13156p	YALI0_D13156g	867			YALI0_D13156g	UP000001300: Chromosome D
Q6C986	unreviewed	Q6C986_YARLI	YALI0D13104p	YALI0_D13104g	221			YALI0_D13104g	UP000001300: Chromosome D
Q6C990	unreviewed	Q6C990_YARLI	Glutamine synthetase	YALI0_D13024g	458			YALI0_D13024g	UP000001300: Chromosome D
Q6C993	unreviewed	Q6C993_YARLI	YALI0D12969p	YALI0_D12969g	606			YALI0_D12969g	UP000001300: Chromosome D
Q6C9A0	unreviewed	Q6C9A0_YARLI	YALI0D12815p	YALI0_D12815g	131			YALI0_D12815g	UP000001300: Chromosome D
Q6C9A1	unreviewed	Q6C9A1_YARLI	Large ribosomal subunit protein bL34m	YALI0_D12793g	88			YALI0_D12793g	UP000001300: Chromosome D
Q6C9A2	unreviewed	Q6C9A2_YARLI	YALI0D12771p	YALI0_D12771g	294			YALI0_D12771g	UP000001300: Chromosome D
Q6C9A3	unreviewed	Q6C9A3_YARLI	YALI0D12749p	YALI0_D12749g	496			YALI0_D12749g	UP000001300: Chromosome D
Q6C9A4	unreviewed	Q6C9A4_YARLI	YALI0D12727p	YALI0_D12727g	622			YALI0_D12727g	UP000001300: Chromosome D
Q6C9A6	unreviewed	Q6C9A6_YARLI	YALI0D12683p	YALI0_D12683g	344			YALI0_D12683g	UP000001300: Chromosome D
Q6C9A7	unreviewed	Q6C9A7_YARLI	YALI0D12661p	YALI0_D12661g	382			YALI0_D12661g	UP000001300: Chromosome D
Q6C9A9	unreviewed	Q6C9A9_YARLI	YALI0D12628p	YALI0_D12628g	916			YALI0_D12628g	UP000001300: Chromosome D
Q6C9B2	unreviewed	Q6C9B2_YARLI	YALI0D12562p	YALI0_D12562g	1098			YALI0_D12562g	UP000001300: Chromosome D
Q6C9B3	unreviewed	Q6C9B3_YARLI	YALI0D12540p	YALI0_D12540g	1451			YALI0_D12540g	UP000001300: Chromosome D
Q6C9B4	unreviewed	Q6C9B4_YARLI	YALI0D12518p	YALI0_D12518g	788			YALI0_D12518g	UP000001300: Chromosome D
Q6C9B5	unreviewed	Q6C9B5_YARLI	YALI0D12496p	YALI0_D12496g	445			YALI0_D12496g	UP000001300: Chromosome D
Q6C9B6	unreviewed	Q6C9B6_YARLI	YALI0D12474p	YALI0_D12474g	310			YALI0_D12474g	UP000001300: Chromosome D
Q6C9B8	unreviewed	Q6C9B8_YARLI	YALI0D12430p	YALI0_D12430g	717			YALI0_D12430g	UP000001300: Chromosome D
Q6C9B9	unreviewed	Q6C9B9_YARLI	YALI0D12408p	YALI0_D12408g	140			YALI0_D12408g	UP000001300: Chromosome D
Q6C9C1	unreviewed	Q6C9C1_YARLI	YALI0D12386p	YALI0_D12386g	352			YALI0_D12386g	UP000001300: Chromosome D
Q6C9C3	unreviewed	Q6C9C3_YARLI	Ataxin-10 homolog (Copper transport protein 86)	YALI0_D12342g	415			YALI0_D12342g	UP000001300: Chromosome D
Q6C9C6	unreviewed	Q6C9C6_YARLI	YALI0D12276p	YALI0_D12276g	274			YALI0_D12276g	UP000001300: Chromosome D
Q6C9C7	unreviewed	Q6C9C7_YARLI	YALI0D12254p	YALI0_D12254g	100			YALI0_D12254g	UP000001300: Chromosome D
Q6C9C8	unreviewed	Q6C9C8_YARLI	YALI0D12232p	YALI0_D12232g	535			YALI0_D12232g	UP000001300: Chromosome D
Q6C9D3	unreviewed	Q6C9D3_YARLI	YALI0D12122p	YALI0_D12122g	110			YALI0_D12122g	UP000001300: Chromosome D
Q6C9D4	unreviewed	Q6C9D4_YARLI	YALI0D12100p	YALI0_D12100g	502			YALI0_D12100g	UP000001300: Chromosome D
Q6C9D5	unreviewed	Q6C9D5_YARLI	YALI0D12078p	YALI0_D12078g	399			YALI0_D12078g	UP000001300: Chromosome D
Q6C9D6	unreviewed	Q6C9D6_YARLI	YALI0D12056p	YALI0_D12056g	197			YALI0_D12056g	UP000001300: Chromosome D
Q6C9D8	unreviewed	Q6C9D8_YARLI	Genetic interactor of prohibitins 3, mitochondrial (Found in mitochondrial proteome protein 38)	YALI0_D11990g	736			YALI0_D11990g	UP000001300: Chromosome D
Q6C9E1	unreviewed	Q6C9E1_YARLI	YALI0D11924p	YALI0_D11924g	480			YALI0_D11924g	UP000001300: Chromosome D
Q6C9E3	unreviewed	Q6C9E3_YARLI	YALI0D11880p	YALI0_D11880g	2118			YALI0_D11880g	UP000001300: Chromosome D
Q6C9E9	unreviewed	Q6C9E9_YARLI	YALI0D11748p	YALI0_D11748g	252			YALI0_D11748g	UP000001300: Chromosome D
Q6C9F0	unreviewed	Q6C9F0_YARLI	YALI0D11726p	YALI0_D11726g	528			YALI0_D11726g	UP000001300: Chromosome D
Q6C9F2	unreviewed	Q6C9F2_YARLI	YALI0D11682p	YALI0_D11682g	404			YALI0_D11682g	UP000001300: Chromosome D
Q6C9F3	unreviewed	Q6C9F3_YARLI	YALI0D11660p	YALI0_D11660g	338			YALI0_D11660g	UP000001300: Chromosome D
Q6C9F4	unreviewed	Q6C9F4_YARLI	YALI0D11638p	YALI0_D11638g	178			YALI0_D11638g	UP000001300: Chromosome D
Q6C9F5	unreviewed	Q6C9F5_YARLI	YALI0D11616p	YALI0_D11616g	342			YALI0_D11616g	UP000001300: Chromosome D
Q6C9F6	unreviewed	Q6C9F6_YARLI	YALI0D11594p	YALI0_D11594g	372			YALI0_D11594g	UP000001300: Chromosome D
Q6C9G1	unreviewed	Q6C9G1_YARLI	YALI0D11484p	YALI0_D11484g	173			YALI0_D11484g	UP000001300: Chromosome D
Q6C9G3	unreviewed	Q6C9G3_YARLI	YALI0D11440p	YALI0_D11440g	296			YALI0_D11440g	UP000001300: Chromosome D
Q6C9G7	unreviewed	Q6C9G7_YARLI	YALI0D11352p	YALI0_D11352g	431			YALI0_D11352g	UP000001300: Chromosome D
Q6C9H0	unreviewed	Q6C9H0_YARLI	YALI0D11286p	YALI0_D11286g	214			YALI0_D11286g	UP000001300: Chromosome D
Q6C9H1	unreviewed	Q6C9H1_YARLI	YALI0D11264p	YALI0_D11264g	223			YALI0_D11264g	UP000001300: Chromosome D
Q6C9H4	unreviewed	Q6C9H4_YARLI	YALI0D11198p	YALI0_D11198g	735			YALI0_D11198g	UP000001300: Chromosome D
Q6C9H8	unreviewed	Q6C9H8_YARLI	YALI0D11088p	YALI0_D11088g	1039			YALI0_D11088g	UP000001300: Chromosome D
Q6C9H9	unreviewed	Q6C9H9_YARLI	YALI0D11066p	YALI0_D11066g	351			YALI0_D11066g	UP000001300: Chromosome D
Q6C9I0	unreviewed	Q6C9I0_YARLI	YALI0D11044p	YALI0_D11044g	584			YALI0_D11044g	UP000001300: Chromosome D
Q6C9I1	unreviewed	Q6C9I1_YARLI	YALI0D11022p	YALI0_D11022g	916			YALI0_D11022g	UP000001300: Chromosome D
Q6C9I3	unreviewed	Q6C9I3_YARLI	YALI0D10989p	YALI0_D10989g	1383			YALI0_D10989g	UP000001300: Chromosome D
Q6C9I5	unreviewed	Q6C9I5_YARLI	YALI0D10945p	YALI0_D10945g	260			YALI0_D10945g	UP000001300: Chromosome D
Q6C9I9	unreviewed	Q6C9I9_YARLI	YALI0D10857p	YALI0_D10857g	786			YALI0_D10857g	UP000001300: Chromosome D
Q6C9J1	unreviewed	Q6C9J1_YARLI	YALI0D10813p	YALI0_D10813g	305			YALI0_D10813g	UP000001300: Chromosome D
Q6C9J2	unreviewed	Q6C9J2_YARLI	YALI0D10791p	YALI0_D10791g	226			YALI0_D10791g	UP000001300: Chromosome D
Q6C9J3	unreviewed	Q6C9J3_YARLI	YALI0D10769p	YALI0_D10769g	327			YALI0_D10769g	UP000001300: Chromosome D
Q6C9J4	unreviewed	Q6C9J4_YARLI	YALI0D10747p	YALI0_D10747g	166			YALI0_D10747g	UP000001300: Chromosome D
Q6C9J5	unreviewed	Q6C9J5_YARLI	YALI0D10725p	YALI0_D10725g	90			YALI0_D10725g	UP000001300: Chromosome D
Q6C9J6	unreviewed	Q6C9J6_YARLI	YALI0D10703p	YALI0_D10703g	290			YALI0_D10703g	UP000001300: Chromosome D
Q6C9J7	unreviewed	Q6C9J7_YARLI	YALI0D10681p	YALI0_D10681g	537			YALI0_D10681g	UP000001300: Chromosome D
Q6C9J8	unreviewed	Q6C9J8_YARLI	YALI0D10659p	YALI0_D10659g	345			YALI0_D10659g	UP000001300: Chromosome D
Q6C9J9	unreviewed	Q6C9J9_YARLI	YALI0D10615p	YALI0_D10615g	254			YALI0_D10615g	UP000001300: Chromosome D
Q6C9K3	unreviewed	Q6C9K3_YARLI	YALI0D10527p	YALI0_D10527g	99			YALI0_D10527g	UP000001300: Chromosome D
Q6C9K5	unreviewed	Q6C9K5_YARLI	YALI0D10483p	YALI0_D10483g	265			YALI0_D10483g	UP000001300: Chromosome D
Q6C9K6	unreviewed	Q6C9K6_YARLI	YALI0D10461p	YALI0_D10461g	229			YALI0_D10461g	UP000001300: Chromosome D
Q6C9K7	unreviewed	Q6C9K7_YARLI	YALI0D10417p	YALI0_D10417g	281			YALI0_D10417g	UP000001300: Chromosome D
Q6C9L1	unreviewed	Q6C9L1_YARLI	YALI0D10263p	YALI0_D10263g	135			YALI0_D10263g	UP000001300: Chromosome D
Q6C9L3	unreviewed	Q6C9L3_YARLI	YALI0D10175p	YALI0_D10175g	191			YALI0_D10175g	UP000001300: Chromosome D
Q6C9L4	unreviewed	Q6C9L4_YARLI	YALI0D10153p	YALI0_D10153g	359			YALI0_D10153g	UP000001300: Chromosome D
Q6C9L6	unreviewed	Q6C9L6_YARLI	YALI0D10109p	YALI0_D10109g	419			YALI0_D10109g	UP000001300: Chromosome D
Q6C9L8	unreviewed	Q6C9L8_YARLI	YALI0D10087p	YALI0_D10087g	516			YALI0_D10087g	UP000001300: Chromosome D
Q6C9L9	unreviewed	Q6C9L9_YARLI	YALI0D10065p	YALI0_D10065g	154			YALI0_D10065g	UP000001300: Chromosome D
Q6C9M0	unreviewed	Q6C9M0_YARLI	YALI0D10043p	YALI0_D10043g	504			YALI0_D10043g	UP000001300: Chromosome D
Q6C9M1	unreviewed	Q6C9M1_YARLI	YALI0D10021p	YALI0_D10021g	543			YALI0_D10021g	UP000001300: Chromosome D
Q6C9M3	unreviewed	Q6C9M3_YARLI	YALI0D09977p	YALI0_D09977g	447			YALI0_D09977g	UP000001300: Chromosome D
Q6C9M7	unreviewed	Q6C9M7_YARLI	YALI0D09889p	YALI0_D09889g	153			YALI0_D09889g	UP000001300: Chromosome D
Q6C9N1	unreviewed	Q6C9N1_YARLI	YALI0D09801p	YALI0_D09801g	534			YALI0_D09801g	UP000001300: Chromosome D
Q6C9N3	unreviewed	Q6C9N3_YARLI	YALI0D09757p	YALI0_D09757g	323			YALI0_D09757g	UP000001300: Chromosome D
Q6C9N8	unreviewed	Q6C9N8_YARLI	YALI0D09647p	YALI0_D09647g	800			YALI0_D09647g	UP000001300: Chromosome D
Q6C9P1	unreviewed	Q6C9P1_YARLI	YALI0D09493p	YALI0_D09493g	266			YALI0_D09493g	UP000001300: Chromosome D
Q6C9P2	unreviewed	Q6C9P2_YARLI	YALI0D09471p	YALI0_D09471g	248			YALI0_D09471g	UP000001300: Chromosome D
Q6C9P4	unreviewed	Q6C9P4_YARLI	YALI0D09427p	YALI0_D09427g	322			YALI0_D09427g	UP000001300: Chromosome D
Q6C9P5	unreviewed	Q6C9P5_YARLI	YALI0D09383p	YALI0_D09383g	265			YALI0_D09383g	UP000001300: Chromosome D
Q6C9P7	unreviewed	Q6C9P7_YARLI	YALI0D09339p	YALI0_D09339g	361			YALI0_D09339g	UP000001300: Chromosome D
Q6C9P8	unreviewed	Q6C9P8_YARLI	YALI0D09317p	YALI0_D09317g	450			YALI0_D09317g	UP000001300: Chromosome D
Q6C9P9	unreviewed	Q6C9P9_YARLI	YALI0D09295p	YALI0_D09295g	719			YALI0_D09295g	UP000001300: Chromosome D
Q6C9Q2	unreviewed	Q6C9Q2_YARLI	YALI0D09229p	YALI0_D09229g	246			YALI0_D09229g	UP000001300: Chromosome D
Q6C9Q3	unreviewed	Q6C9Q3_YARLI	YALI0D09207p	YALI0_D09207g	426			YALI0_D09207g	UP000001300: Chromosome D
Q6C9Q4	unreviewed	Q6C9Q4_YARLI	YALI0D09185p	YALI0_D09185g	404			YALI0_D09185g	UP000001300: Chromosome D
Q6C9Q6	unreviewed	Q6C9Q6_YARLI	YALI0D09141p	YALI0_D09141g	242			YALI0_D09141g	UP000001300: Chromosome D
Q6C9R0	unreviewed	Q6C9R0_YARLI	triacylglycerol lipase (EC 3.1.1.3)	YALI0_D09064g	429			YALI0_D09064g	UP000001300: Chromosome D
Q6C9R2	unreviewed	Q6C9R2_YARLI	YALI0D09020p	YALI0_D09020g	431			YALI0_D09020g	UP000001300: Chromosome D
Q6C9R4	unreviewed	Q6C9R4_YARLI	YALI0D08976p	YALI0_D08976g	420			YALI0_D08976g	UP000001300: Chromosome D
Q6C9R7	unreviewed	Q6C9R7_YARLI	YALI0D08910p	YALI0_D08910g	329			YALI0_D08910g	UP000001300: Chromosome D
Q6C9R8	unreviewed	Q6C9R8_YARLI	YALI0D08888p	YALI0_D08888g	758			YALI0_D08888g	UP000001300: Chromosome D
Q6C9S0	unreviewed	Q6C9S0_YARLI	YALI0D08844p	YALI0_D08844g	331			YALI0_D08844g	UP000001300: Chromosome D
Q6C9S2	unreviewed	Q6C9S2_YARLI	YALI0D08800p	YALI0_D08800g	354			YALI0_D08800g	UP000001300: Chromosome D
Q6C9S3	unreviewed	Q6C9S3_YARLI	YALI0D08778p	YALI0_D08778g	333			YALI0_D08778g	UP000001300: Chromosome D
Q6C9S5	unreviewed	Q6C9S5_YARLI	YALI0D08734p	YALI0_D08734g	341			YALI0_D08734g	UP000001300: Chromosome D
Q6C9S8	unreviewed	Q6C9S8_YARLI	YALI0D08668p	YALI0_D08668g	292			YALI0_D08668g	UP000001300: Chromosome D
Q6C9S9	unreviewed	Q6C9S9_YARLI	YALI0D08646p	YALI0_D08646g	439			YALI0_D08646g	UP000001300: Chromosome D
Q6C9T1	unreviewed	Q6C9T1_YARLI	YALI0D08602p	YALI0_D08602g	652			YALI0_D08602g	UP000001300: Chromosome D
Q6C9T4	unreviewed	Q6C9T4_YARLI	YALI0D08536p	YALI0_D08536g	844			YALI0_D08536g	UP000001300: Chromosome D
Q6C9T6	unreviewed	Q6C9T6_YARLI	YALI0D08492p	YALI0_D08492g	807			YALI0_D08492g	UP000001300: Chromosome D
Q6C9T7	unreviewed	Q6C9T7_YARLI	YALI0D08470p	YALI0_D08470g	334			YALI0_D08470g	UP000001300: Chromosome D
Q6C9T9	unreviewed	Q6C9T9_YARLI	YALI0D08419p	YALI0_D08419g	389			YALI0_D08419g	UP000001300: Chromosome D
Q6C9U0	unreviewed	Q6C9U0_YARLI	YALI0D08404p	YALI0_D08404g	333			YALI0_D08404g	UP000001300: Chromosome D
Q6C9U2	unreviewed	Q6C9U2_YARLI	YALI0D08360p	YALI0_D08360g	389			YALI0_D08360g	UP000001300: Chromosome D
Q6C9U4	unreviewed	Q6C9U4_YARLI	YALI0D08316p	YALI0_D08316g	322			YALI0_D08316g	UP000001300: Chromosome D
Q6C9U5	unreviewed	Q6C9U5_YARLI	YALI0D08294p	YALI0_D08294g	924			YALI0_D08294g	UP000001300: Chromosome D
Q6C9U7	unreviewed	Q6C9U7_YARLI	YALI0D08250p	YALI0_D08250g	492			YALI0_D08250g	UP000001300: Chromosome D
Q6C9V2	unreviewed	Q6C9V2_YARLI	YALI0D08140p	YALI0_D08140g	316			YALI0_D08140g	UP000001300: Chromosome D
Q6C9V3	unreviewed	Q6C9V3_YARLI	YALI0D08118p	YALI0_D08118g	407			YALI0_D08118g	UP000001300: Chromosome D
Q6C9V6	unreviewed	Q6C9V6_YARLI	YALI0D07964p	YALI0_D07964g	300			YALI0_D07964g	UP000001300: Chromosome D
Q6C9V7	unreviewed	Q6C9V7_YARLI	YALI0D07942p	YALI0_D07942g	491			YALI0_D07942g	UP000001300: Chromosome D
Q6C9V9	unreviewed	Q6C9V9_YARLI	YALI0D07898p	YALI0_D07898g	233			YALI0_D07898g	UP000001300: Chromosome D
Q6C9W1	unreviewed	Q6C9W1_YARLI	YALI0D07876p	YALI0_D07876g	192			YALI0_D07876g	UP000001300: Chromosome D
Q6C9W2	unreviewed	Q6C9W2_YARLI	YALI0D07854p	YALI0_D07854g	659			YALI0_D07854g	UP000001300: Chromosome D
Q6C9W3	unreviewed	Q6C9W3_YARLI	YALI0D07832p	YALI0_D07832g	414			YALI0_D07832g	UP000001300: Chromosome D
Q6C9W4	unreviewed	Q6C9W4_YARLI	YALI0D07810p	YALI0_D07810g	780			YALI0_D07810g	UP000001300: Chromosome D
Q6C9W6	unreviewed	Q6C9W6_YARLI	YALI0D07766p	YALI0_D07766g	137			YALI0_D07766g	UP000001300: Chromosome D
Q6C9X1	unreviewed	Q6C9X1_YARLI	YALI0D07656p	YALI0_D07656g	200			YALI0_D07656g	UP000001300: Chromosome D
Q6C9X2	unreviewed	Q6C9X2_YARLI	YALI0D07634p	YALI0_D07634g	316			YALI0_D07634g	UP000001300: Chromosome D
Q6C9X5	unreviewed	Q6C9X5_YARLI	YALI0D07568p	YALI0_D07568g	129			YALI0_D07568g	UP000001300: Chromosome D
Q6C9X6	unreviewed	Q6C9X6_YARLI	YALI0D07546p	YALI0_D07546g	372			YALI0_D07546g	UP000001300: Chromosome D
Q6C9X9	unreviewed	Q6C9X9_YARLI	YALI0D07480p	YALI0_D07480g	434			YALI0_D07480g	UP000001300: Chromosome D
Q6C9Y0	unreviewed	Q6C9Y0_YARLI	YALI0D07458p	YALI0_D07458g	375			YALI0_D07458g	UP000001300: Chromosome D
Q6C9Y3	unreviewed	Q6C9Y3_YARLI	YALI0D07392p	YALI0_D07392g	553			YALI0_D07392g	UP000001300: Chromosome D
Q6C9Y5	unreviewed	Q6C9Y5_YARLI	YALI0D07348p	YALI0_D07348g	311			YALI0_D07348g	UP000001300: Chromosome D
Q6C9Y9	unreviewed	Q6C9Y9_YARLI	YALI0D07260p	YALI0_D07260g	368			YALI0_D07260g	UP000001300: Chromosome D
Q6C9Z0	unreviewed	Q6C9Z0_YARLI	carnosine N-methyltransferase (EC 2.1.1.22)	YALI0_D07238g	384			YALI0_D07238g	UP000001300: Chromosome D
Q6C9Z6	unreviewed	Q6C9Z6_YARLI	YALI0D07106p	YALI0_D07106g	585			YALI0_D07106g	UP000001300: Chromosome D
Q6C9Z8	unreviewed	Q6C9Z8_YARLI	YALI0D07062p	YALI0_D07062g	344			YALI0_D07062g	UP000001300: Chromosome D
Q6C9Z9	unreviewed	Q6C9Z9_YARLI	YALI0D07040p	YALI0_D07040g	583			YALI0_D07040g	UP000001300: Chromosome D
Q6CA01	unreviewed	Q6CA01_YARLI	YALI0D06996p	YALI0_D06996g	412			YALI0_D06996g	UP000001300: Chromosome D
Q6CA03	unreviewed	Q6CA03_YARLI	YALI0D06952p	YALI0_D06952g	768			YALI0_D06952g	UP000001300: Chromosome D
Q6CA07	unreviewed	Q6CA07_YARLI	YALI0D06864p	YALI0_D06864g	938			YALI0_D06864g	UP000001300: Chromosome D
Q6CA09	unreviewed	Q6CA09_YARLI	YALI0D06820p	YALI0_D06820g	913			YALI0_D06820g	UP000001300: Chromosome D
Q6CA13	unreviewed	Q6CA13_YARLI	YALI0D06732p	YALI0_D06732g	457			YALI0_D06732g	UP000001300: Chromosome D
