YALI0 locus ID,YALI1 Proteins
YALI0E30239r,YALI1_E35635r
YALI0E30250r,YALI1_E35636r
YALI0E30261g,YALI1_E35639p
YALI0E30283g,YALI1_E35652p
YALI0E30305g,YALI1_E35677p
YALI0E30327g,YALI1_E35689p
YALI0E30349g,YALI1_E35734p
YALI0E30371g,YALI1_E35753p
YALI0E30393g,YALI1_E35759p
YALI0E30415g,YALI1_E35780p
YALI0E30437r,YALI1_E35797r
YALI0E30459r,YALI1_E35798r
YALI0E30481g,YALI1_E35815p
YALI0E30503g,YALI1_E35831p
YALI0E30525g,YALI1_E35843p
,YALI1_E35870p
YALI0E30547g,YALI1_E35888p
YALI0E30569g,YALI1_E35934p
YALI0E30591g,YALI1_E35955p
YALI0E30602g,YALI1_E35963p
,YALI1_E35971p
YALI0E30613g,YALI1_E35982p
YALI0E30635g,YALI1_E35988p
YALI0E30657g,YALI1_E36036p
YALI0E30679g,YALI1_E36057p
YALI0E30701g,YALI1_E36079p
YALI0E30723g,YALI1_E36098p
YALI0E30745g,YALI1_E36103p
YALI0E30767g,YALI1_E36116p
YALI0E30789g,YALI1_E36140p
YALI0E30811g,YALI1_E36179p
YALI0E30833g,YALI1_E36206p
YALI0E30855g,YALI1_E36308p
,YALI1_E36309p
,YALI1_E36323p
YALI0E30877g,YALI1_E36334p
YALI0E30899g,YALI1_E36365p
YALI0E30921g,YALI1_E36395p
YALI0E30943g,YALI1_E36404p
,YALI1_E36409p
,YALI1_E36432p
YALI0E30965g,YALI1_E36437p
YALI0E30987g,YALI1_E36472p
YALI0E31009g,YALI1_E36477p
YALI0E31031g,YALI1_E36494p
YALI0E31064g,YALI1_E36540p
YALI0E31086g,YALI1_E36568p
YALI0E31108g,YALI1_E36619p
YALI0E31130g,YALI1_E36641p
YALI0E31152g,YALI1_E36682p
YALI0E31174g,YALI1_E36692p
YALI0E31196g,YALI1_E36758p
YALI0E31218g,YALI1_E36773p
YALI0E31240g,YALI1_E36789p
YALI0E31262g,YALI1_E36805p
YALI0E31273g,YALI1_E36837p
YALI0E31280g,YALI1_E36844p
YALI0E31288g,YALI1_E36847p
YALI0E31317g,YALI1_E36866p
YALI0E31339g,YALI1_E36887p
YALI0E31361g,YALI1_E36900p
,YALI1_E36913p
YALI0E31383g,YALI1_E36937p
YALI0E31405g,YALI1_E36984p
YALI0E31427g,YALI1_E37026p
,YALI1_E37033p
YALI0E31449g,YALI1_E37040p
YALI0E31471g,YALI1_E37063p
,YALI1_E37080p
,YALI1_E37083p
YALI0E31493g,YALI1_E37095p
YALI0E31515g,YALI1_E37118p
,YALI1_E37142p
YALI0E31537g,YALI1_E37157p
YALI0E31551g,YALI1_E37198p
YALI0E31559g,YALI1_E37234p
YALI0E31581g,YALI1_E37264p
,YALI1_E37295p
YALI0E31603g,YALI1_E37325p
YALI0E31625g,YALI1_E37387p
YALI0E31647g,YALI1_E37392p
YALI0E31669g,YALI1_E37419p
,YALI1_E37441p
YALI0E31691g,YALI1_E37455p
YALI0E31713g,YALI1_E37484p
YALI0E31735g,YALI1_E37494p
YALI0E31757g,YALI1_E37574p
YALI0E31766g,YALI1_E37603p
,YALI1_E37669p
,YALI1_E37678p
,YALI1_E37687p
YALI0E31772g,YALI1_E37716p
YALI0E31779g,YALI1_E37724p
YALI0E31793g,YALI1_E37749p
YALI0E31797g,YALI1_E37764p
YALI0E31823g,YALI1_E37792p
,YALI1_E37796p
YALI0E31845g,YALI1_E37812p
YALI0E31867g,YALI1_E37830p
YALI0E31889g,YALI1_E37863p
YALI0E31911g,YALI1_E37886p
YALI0E31933g,YALI1_E37895p
YALI0E31947r,YALI1_E37921r
YALI0E31955g,YALI1_E37930p
YALI0E31977g,YALI1_E37939p
YALI0E31999g,YALI1_E37950p
,YALI1_E37956p
YALI0E32035g,YALI1_E37982p
YALI0E32043g,YALI1_E38020p
YALI0E32065g,YALI1_E38034p
YALI0E32087g,YALI1_E38050p
YALI0E32109g,YALI1_E38056p
YALI0E32131g,YALI1_E38107p
YALI0E32153g,YALI1_E38113p
YALI0E32164g,YALI1_E38131p
YALI0E32175g,YALI1_E38136p
,YALI1_E38142p
YALI0E32197g,YALI1_E38164p
YALI0E32208g,YALI1_E38178p
YALI0E32219g,YALI1_E38193p
YALI0E32241g,YALI1_E38208p
YALI0E32263g,YALI1_E38218p
YALI0E32285g,YALI1_E38239p
YALI0E32307g,YALI1_E38243p
YALI0E32329g,YALI1_E38266p
YALI0E32351g,YALI1_E38308p
YALI0E32373g,YALI1_E38329p
YALI0E32395g,YALI1_E38349p
YALI0E32417g,YALI1_E38389p
YALI0E32439g,YALI1_E38443p
YALI0E32461g,YALI1_E38479p
YALI0E32483g,YALI1_E38491p
YALI0E32494g,YALI1_E38512p
YALI0E32505g,YALI1_E38526p
YALI0E32527g,YALI1_E38561p
YALI0E32542g,YALI1_E38593p
YALI0E32571g,YALI1_E38608p
YALI0E32593g,YALI1_E38640p
YALI0E32615g,YALI1_E38656p
YALI0E32637g,YALI1_E38677p
YALI0E32659g,YALI1_E38692p
YALI0E32681g,YALI1_E38701p
YALI0E32703g,YALI1_E38706p
YALI0E32725g,YALI1_E38744p
YALI0E32736g,YALI1_E38749p
YALI0E32747g,YALI1_E38766p
,YALI1_E38791p
YALI0E32769g,YALI1_E38810p
YALI0E32791g,YALI1_E38859p
YALI0E32813g,YALI1_E38896p
YALI0E32835g,YALI1_E38912p
YALI0E32857g,YALI1_E39057p
YALI0E32879g,YALI1_E39083p
YALI0E32901g,YALI1_E39128p
YALI0E32923r,YALI1_E39149r
YALI0E32967g,YALI1_E39171p
YALI0E32989g,YALI1_E39193p
YALI0E33011g,YALI1_E39210p
YALI0E33033g,YALI1_E39221p
YALI0E33055g,YALI1_E39228p
YALI0E33077g,YALI1_E39243p
YALI0E33099g,YALI1_E39248p
YALI0E33121g,YALI1_E39284p
YALI0E33143g,YALI1_E39295p
YALI0E33165g,YALI1_E39306p
YALI0E33187g,YALI1_E39333p
YALI0E33209g,YALI1_E39335p
YALI0E33231g,YALI1_E39378p
YALI0E33253g,YALI1_E39385p
YALI0E33275g,YALI1_E39395p
YALI0E33297g,YALI1_E39414p
YALI0E33319g,YALI1_E39433p
YALI0E33341g,YALI1_E39439p
YALI0E33363g,YALI1_E39466p
YALI0E33378g,YALI1_E39500p
YALI0E33377g,YALI1_E39500t
YALI0E33385g,YALI1_E39553p
YALI0E33407g,YALI1_E39570p
YALI0E33429g,YALI1_E39579p
YALI0E33451g,YALI1_E39618p
YALI0E33473g,YALI1_E39656p
YALI0E33495g,YALI1_E39676p
YALI0E33517g,YALI1_E39693p
YALI0E33539g,YALI1_E39796p
YALI0E33561g,YALI1_E39820p
YALI0E33583g,YALI1_E39848p
YALI0E33605g,YALI1_E39862p
YALI0E33627g,YALI1_E39886p
YALI0E33649g,YALI1_E39924p
YALI0E33671g,YALI1_E39934p
YALI0E33693g,YALI1_E39955p
YALI0E33715g,YALI1_E39983p
YALI0E33737g,YALI1_E39990p
YALI0E33759g,YALI1_E40032p
YALI0E33774g,YALI1_E40076p
YALI0E33803g,YALI1_E40089p
YALI0E33825g,YALI1_E40097p
YALI0E33847g,YALI1_E40144p
YALI0E33869g,YALI1_E40161p
YALI0E33913g,YALI1_E40251p
,YALI1_E40274p
YALI0E33935g,YALI1_E40282p
YALI0E33957g,YALI1_E40305p
YALI0E33979g,YALI1_E40324p
YALI0E34001g,YALI1_E40327p
YALI0E34037g,YALI1_E40361p
YALI0E34045g,YALI1_E40394p
YALI0E34067g,YALI1_E40422p
YALI0E34089g,YALI1_E40442p
YALI0E34111g,YALI1_E40467p
YALI0E34133g,YALI1_E40471p
YALI0E34155g,YALI1_E40502p
YALI0E34170g,YALI1_E40540p
YALI0E34199g,YALI1_E40571p
YALI0E34221g,YALI1_E40603p
YALI0E34243g,YALI1_E40640p
,YALI1_E40647p
YALI0E34265g,YALI1_E40671p
YALI0E34287g,YALI1_E40691p
YALI0E34309g,YALI1_E40718p
YALI0E34331g,YALI1_E40744p
YALI0E34353g,YALI1_E40754p
YALI0E34375g,YALI1_E40782p
YALI0E34397g,YALI1_E40785p
YALI0E34419g,YALI1_E40811p
YALI0E34441g,YALI1_E40818p
YALI0E34463g,YALI1_E40864p
YALI0E34485g,YALI1_E40915p
YALI0E34507g,YALI1_E40970p
,YALI1_E40972p
YALI0E34529g,YALI1_E40995p
YALI0E34540g,YALI1_E41014p
YALI0E34551g,YALI1_E41057p
YALI0E34573g,YALI1_E41061p
YALI0E34650g,YALI1_E41110p
YALI0E34672g,YALI1_E41148p
YALI0E34687g,YALI1_E41185p
YALI0E34727g,YALI1_E41206p
YALI0E34749g,YALI1_E41251p
YALI0E34771g,YALI1_E41276p
YALI0E34793g,YALI1_E41315p
YALI0E34815g,YALI1_E41325p
,YALI1_E41360p
YALI0E34826g,YALI1_E41367p
YALI0E34837g,YALI1_E41393p
YALI0E34852g,YALI1_E41399p
YALI0E34881g,YALI1_E41421p
YALI0E34903g,YALI1_E41436p
,YALI1_E41480p
,YALI1_E41498p
YALI0E34925g,YALI1_E41514p
YALI0E34947g,YALI1_E41569p
YALI0E35024g,YALI1_E41610p
YALI0E35046g,YALI1_E41647p
YALI0E35112g,YALI1_E41699p
,YALI1_E41734p
,YALI1_E41737p
YALI0E35156g,YALI1_E41754p
YALI0E35200g,YALI1_E41850p
YALI0E35222g,YALI1_E41893p
YALI0F00099r,YALI1_F00082r
,YALI1_F00099p
YALI0F00110g,YALI1_F00140p
YALI0F00132g,YALI1_F00155p
YALI0F00154g,YALI1_F00184p
YALI0F00176g,YALI1_F00207p
YALI0F00198g,YALI1_F00229p
YALI0F00220g,YALI1_F00261p
YALI0F00242g,YALI1_F00286p
YALI0F00264g,YALI1_F00288p
YALI0F00286g,YALI1_F00307p
YALI0F00308g,YALI1_F00366p
YALI0F00330g,YALI1_F00399p
,YALI1_F00400p
YALI0F00352g,YALI1_F00430p
YALI0F00374g,YALI1_F00436p
YALI0F00396g,YALI1_F00472p
YALI0F00418g,YALI1_F00504p
YALI0F00440g,YALI1_F00534p
YALI0F00462g,YALI1_F00616p
YALI0F00484g,YALI1_F00654p
,YALI1_F00728p
YALI0F00506g,YALI1_F00821p
YALI0F00528g,YALI1_F00866p
,YALI1_F00867p
YALI0F00550g,YALI1_F00894p
,YALI1_F00960p
YALI0F00594g,YALI1_F00976p
YALI0F00616g,YALI1_F00996p
YALI0F00638g,YALI1_F01020p
YALI0F00660g,YALI1_F01034p
YALI0F00682g,YALI1_F01078p
YALI0F00704g,YALI1_F01132p
YALI0F00726g,YALI1_F01157p
YALI0F00748g,YALI1_F01172p
YALI0F00770g,YALI1_F01234p
YALI0F00792g,YALI1_F01248p
YALI0F00814g,YALI1_F01275p
YALI0F00836g,YALI1_F01291p
,YALI1_F01324p
YALI0F00858g,YALI1_F01346p
,YALI1_F01369p
YALI0F00880g,YALI1_F01405p
YALI0F00902g,YALI1_F01430p
YALI0F00924g,YALI1_F01456p
YALI0F00946g,YALI1_F01486p
YALI0F00968g,YALI1_F01532p
YALI0F00990g,YALI1_F01614p
YALI0F01012g,YALI1_F01659p
YALI0F01034g,YALI1_F01696p
YALI0F01056g,YALI1_F01742p
YALI0F01078g,YALI1_F01755p
YALI0F01100g,YALI1_F01796p
YALI0F01122g,YALI1_F01838p
YALI0F01144g,YALI1_F01849p
YALI0F01166g,YALI1_F01897p
YALI0F01177r,YALI1_F01905r
YALI0F01188g,YALI1_F01929p
,YALI1_F01946p
YALI0F01210g,YALI1_F01981p
,YALI1_F02008p
YALI0F01232g,YALI1_F02047p
YALI0F01254g,YALI1_F02074p
YALI0F01276r,YALI1_F02100r
YALI0F01320g,YALI1_F02132p
YALI0F01342r,YALI1_F02155r
YALI0F01386g,YALI1_F02187p
YALI0F01408g,YALI1_F02199p
YALI0F01419r,YALI1_F02211r
YALI0F01430g,YALI1_F02238p
YALI0F01452g,YALI1_F02265p
,YALI1_F02266p
,YALI1_F02275p
,YALI1_F02289p
YALI0F01474g,YALI1_F02299p
YALI0F01496g,YALI1_F02309p
YALI0F01518g,YALI1_F02378p
,YALI1_F02389p
YALI0F01540g,YALI1_F02403p
YALI0F01562g,YALI1_F02434p
YALI0F01584g,YALI1_F02481p
YALI0F01606g,YALI1_F02508p
YALI0F01628g,YALI1_F02518p
YALI0F01650g,YALI1_F02545p
YALI0F01672g,YALI1_F02592p
YALI0F01694g,YALI1_F02655p
YALI0F01716g,YALI1_F02697p
,YALI1_F02701p
YALI0F01738g,YALI1_F02726p
YALI0F01771g,YALI1_F02758p
YALI0F01793g,YALI1_F02794p
YALI0F01815g,YALI1_F02855p
,YALI1_F02868p
YALI0F01837g,YALI1_F02903p
YALI0F01859g,YALI1_F02939p
YALI0F01881g,YALI1_F02942p
YALI0F01903g,YALI1_F02983p
,YALI1_F02993p
YALI0F01925g,YALI1_F03028p
YALI0F01947g,YALI1_F03075p
YALI0F01969g,YALI1_F03118p
YALI0F01991g,YALI1_F03120p
YALI0F02013g,YALI1_F03136p
YALI0F02035g,YALI1_F03153p
,YALI1_F03197p
,YALI1_F03205p
YALI0F02046g,YALI1_F03215p
YALI0F02057g,YALI1_F03269p
,YALI1_F03284p
YALI0F02079g,YALI1_F03337p
YALI0F02101g,YALI1_F03356p
YALI0F02123g,YALI1_F03371p
YALI0F02145g,YALI1_F03389p
YALI0F02167g,YALI1_F03407p
YALI0F02189g,YALI1_F03428p
YALI0F02211g,YALI1_F03452p
YALI0F02233g,YALI1_F03461p
YALI0F02255g,YALI1_F03481p
YALI0F02277g,YALI1_F03494p
,YALI1_F03495p
YALI0F02299g,YALI1_F03527p
YALI0F02321g,YALI1_F03529p
YALI0F02343g,YALI1_F03573p
YALI0F02365g,YALI1_F03604p
YALI0F02387g,YALI1_F03693p
YALI0F02409g,YALI1_F03722p
YALI0F02431g,YALI1_F03735p
YALI0F02453g,YALI1_F03765p
YALI0F02475g,YALI1_F03778p
YALI0F02497g,YALI1_F03803p
YALI0F02519g,YALI1_F03830p
YALI0F02563g,YALI1_F03842p
YALI0F02585g,YALI1_F03855p
YALI0F02607g,YALI1_F03883p
YALI0F02629g,YALI1_F03908p
YALI0F02651g,YALI1_F03909p
YALI0F02673g,YALI1_F03948p
YALI0F02695g,YALI1_F03973p
YALI0F02717g,YALI1_F03974p
YALI0F02739g,YALI1_F03992p
YALI0F02761g,YALI1_F04001p
YALI0F02783g,YALI1_F04027p
YALI0F02805g,YALI1_F04045p
YALI0F02827g,YALI1_F04070p
YALI0F02849g,YALI1_F04082p
YALI0F02871g,YALI1_F04106p
YALI0F02893g,YALI1_F04110p
YALI0F02915g,YALI1_F04130p
YALI0F02937g,YALI1_F04157p
YALI0F02959g,YALI1_F04185p
YALI0F02981g,YALI1_F04211p
YALI0F03003g,YALI1_F04236p
YALI0F03025g,YALI1_F04238p
YALI0F03047g,YALI1_F04259p
YALI0F03069g,YALI1_F04264p
YALI0F03091r,YALI1_F04285r
YALI0F03113g,YALI1_F04314p
YALI0F03135g,YALI1_F04345p
YALI0F03157g,YALI1_F04379p
YALI0F03179g,YALI1_F04433p
YALI0F03201g,YALI1_F04455p
YALI0F03223g,YALI1_F04497p
YALI0F03245g,YALI1_F04559t
YALI0F03256g,YALI1_F04580t
YALI0F03278g,YALI1_F04590t
YALI0F03300g,YALI1_F04594p
YALI0F03322g,YALI1_F04626p
YALI0F03344g,YALI1_F04643p
,YALI1_F04655p
YALI0F03366g,YALI1_F04690p
YALI0F03388g,YALI1_F04763p
YALI0F03410g,YALI1_F04818p
YALI0F03432g,YALI1_F04848p
,YALI1_F04849p
,YALI1_F04855p
,YALI1_F04860p
YALI0F03454g,YALI1_F04895p
YALI0F03476g,YALI1_F04920p
YALI0F03498g,YALI1_F04938p
YALI0F03520g,YALI1_F04980p
YALI0F03542g,YALI1_F05039p
,YALI1_F05088p
YALI0F03567g,YALI1_F05089p
,YALI1_F05118p
,YALI1_F05128p
YALI0F03575g,YALI1_F05137p
,YALI1_F05205p
YALI0F03597g,YALI1_F05220p
YALI0F03619g,YALI1_F05253p
,YALI1_F05290p
YALI0F03630g,YALI1_F05312p
,YALI1_F05313p
YALI0F03641g,YALI1_F05386p
,YALI1_F05403p
YALI0F03663g,YALI1_F05415p
YALI0F03685g,YALI1_F05448p
YALI0F03707g,YALI1_F05459p
YALI0F03729g,YALI1_F05480p
YALI0F03751g,YALI1_F05509p
,YALI1_F05543t
YALI0F03795g,YALI1_F05574p
,YALI1_F05575p
YALI0F03817g,YALI1_F05624p
YALI0F03839g,YALI1_F05661p
YALI0F03861g,YALI1_F05695p
YALI0F03883g,YALI1_F05781p
YALI0F03905g,YALI1_F05814p
YALI0F03927g,YALI1_F05871p
,YALI1_F05876p
,YALI1_F05887p
,YALI1_F05893p
,YALI1_F05900p
YALI0F03949g,YALI1_F05936p
YALI0F03971g,YALI1_F05958p
,YALI1_F05967p
YALI0F03993g,YALI1_F05979p
YALI0F04015g,YALI1_F06018p
YALI0F04037g,YALI1_F06035p
YALI0F04059g,YALI1_F06076p
YALI0F04081g,YALI1_F06109p
,YALI1_F06131p
,YALI1_F06164p
YALI0F04095g,YALI1_F06197p
,YALI1_F06198p
YALI0F04103g,YALI1_F06236p
YALI0F04114g,YALI1_F06244p
YALI0F04125g,YALI1_F06262p
,YALI1_F06289p
YALI0F04147g,YALI1_F06312p
YALI0F04169g,YALI1_F06351p
,YALI1_F06353p
YALI0F04191g,YALI1_F06393p
,YALI1_F06410p
,YALI1_F06426p
YALI0F04213g,YALI1_F06466p
,YALI1_F06489p
YALI0F04246r,YALI1_F06501r
YALI0F04268g,YALI1_F06544p
YALI0F04290g,YALI1_F06578p
YALI0F04312g,YALI1_F06628p
YALI0F04334g,YALI1_F06670p
YALI0F04356g,YALI1_F06708p
YALI0F04378g,YALI1_F06787p
YALI0F04400g,YALI1_F06797p
YALI0F04422g,YALI1_F06830p
YALI0F04444g,YALI1_F06858p
YALI0F04466g,YALI1_F06896p
YALI0F04488r,YALI1_F06899r
YALI0F04532g,YALI1_F06904p
YALI0F04543g,YALI1_F06941p
YALI0F04554g,YALI1_F06956p
YALI0F04576g,YALI1_F06991p
YALI0F04598g,YALI1_F07042p
,YALI1_F07055p
YALI0F04620g,YALI1_F07093p
YALI0F04642g,YALI1_F07135p
,YALI1_F07146p
,YALI1_F07150p
YALI0F04664g,YALI1_F07181p
YALI0F04686g,YALI1_F07246p
YALI0F04708g,YALI1_F07318p
YALI0F04730g,YALI1_F07344p
,YALI1_F07361p
YALI0F04752g,YALI1_F07376p
YALI0F04774g,YALI1_F07384p
YALI0F04796g,YALI1_F07401p
,YALI1_F07416p
YALI0F04818g,YALI1_F07429p
YALI0F04840r,YALI1_F07461r
YALI0F04884g,YALI1_F07504p
YALI0F04906g,YALI1_F07510p
YALI0F04928g,YALI1_F07557p
YALI0F04972g,YALI1_F07573p
YALI0F04994r,YALI1_F07588r
YALI0F05016g,YALI1_F07604p
YALI0F05038g,YALI1_F07630p
YALI0F05060g,YALI1_F07655p
YALI0F05082g,YALI1_F07675p
YALI0F05104g,YALI1_F07699p
YALI0F05126g,YALI1_F07747p
,YALI1_F07756p
,YALI1_F07762p
YALI0F05148g,YALI1_F07793p
YALI0F05170g,YALI1_F07819p
YALI0F05192g,YALI1_F07827p
YALI0F05214g,YALI1_F07847p
YALI0F05236g,YALI1_F07860p
YALI0F05258g,YALI1_F07881p
YALI0F05280g,YALI1_F07884p
YALI0F05302g,YALI1_F07907p
YALI0F05324g,YALI1_F07938p
,YALI1_F07980p
YALI0F05346g,YALI1_F07990p
,YALI1_F08031r
YALI0F05390g,YALI1_F08075p
,YALI1_F08097p
YALI0F05412g,YALI1_F08111p
YALI0F05434g,YALI1_F08146p
YALI0F05456g,YALI1_F08170p
YALI0F05478g,YALI1_F08183p
YALI0F05500g,YALI1_F08225p
YALI0F05522g,YALI1_F08260p
YALI0F05544g,YALI1_F08284p
YALI0F05566g,YALI1_F08292p
YALI0F05588g,YALI1_F08324p
YALI0F05610g,YALI1_F08349p
YALI0F05632g,YALI1_F08363p
YALI0F05654g,YALI1_F08392p
YALI0F05676g,YALI1_F08431p
YALI0F05698g,YALI1_F08454p
YALI0F05720g,YALI1_F08514p
YALI0F05742g,YALI1_F08544p
YALI0F05764g,YALI1_F08562p
YALI0F05786g,YALI1_F08585p
,YALI1_F08590p
,YALI1_F08597p
,YALI1_F08603p
YALI0F05803g,YALI1_F08635p
YALI0F05808g,YALI1_F08644p
YALI0F05830g,YALI1_F08650p
YALI0F05852g,YALI1_F08683p
YALI0F05874g,YALI1_F08705p
YALI0F05896g,YALI1_F08745p
YALI0F05918g,YALI1_F08757p
YALI0F05940g,YALI1_F08784p
YALI0F05962g,YALI1_F08845p
YALI0F05984g,YALI1_F08885p
YALI0F06006g,YALI1_F08930p
YALI0F06028g,YALI1_F08944p
YALI0F06050g,YALI1_F09003p
YALI0F06061g,YALI1_F09017p
YALI0F06072g,YALI1_F09051p
,YALI1_F09056p
YALI0F06094g,YALI1_F09088p
,YALI1_F09137p
,YALI1_F09155p
,YALI1_F09161p
YALI0F06116g,YALI1_F09177p
YALI0F06138g,YALI1_F09211p
YALI0F06160g,YALI1_F09230p
YALI0F06182g,YALI1_F09265p
YALI0F06204g,YALI1_F09282p
YALI0F06226g,YALI1_F09289p
YALI0F06248g,YALI1_F09314p
YALI0F06259g,YALI1_F09317p
YALI0F06270g,YALI1_F09335p
YALI0F06292g,YALI1_F09345p
YALI0F06314g,YALI1_F09361p
YALI0F06336g,YALI1_F09405p
YALI0F06358g,YALI1_F09433p
YALI0F06372g,YALI1_F09456p
YALI0F06380g,YALI1_F09481p
YALI0F06402g,YALI1_F09518p
YALI0F06424g,YALI1_F09542p
YALI0F06446g,YALI1_F09563p
YALI0F06468g,YALI1_F09598p
YALI0F06490g,YALI1_F09608p
YALI0F06512g,YALI1_F09627p
YALI0F06523r,YALI1_F09634r
,YALI1_F09671p
YALI0F06534g,YALI1_F09695p
YALI0F06556g,YALI1_F09720p
,YALI1_F09737p
YALI0F06578g,YALI1_F09747p
YALI0F06600g,YALI1_F09788p
YALI0F06622g,YALI1_F09802p
YALI0F06644g,YALI1_F09803p
YALI0F06666g,YALI1_F09833p
YALI0F06688g,YALI1_F09846p
YALI0F06710g,YALI1_F09856p
,YALI1_F09863p
YALI0F06732g,YALI1_F09896p
YALI0F06754g,YALI1_F09932p
YALI0F06776g,YALI1_F09965p
YALI0F06791g,YALI1_F09996p
YALI0F06820g,YALI1_F10110p
YALI0F06826g,YALI1_F10115p
YALI0F06842g,YALI1_F10122p
YALI0F06864g,YALI1_F10150p
YALI0F06886g,YALI1_F10184p
YALI0F06908g,YALI1_F10193p
,YALI1_F10213r
YALI0F06930r,YALI1_F10214r
YALI0F06974g,YALI1_F10224p
YALI0F06996r,YALI1_F10237r
YALI0F07018g,YALI1_F10253p
,YALI1_F10270p
,YALI1_F10285p
,YALI1_F10288p
YALI0F07040g,YALI1_F10296p
YALI0F07062g,YALI1_F10342p
,YALI1_F10375p
YALI0F07084g,YALI1_F10385p
YALI0F07106g,YALI1_F10486p
YALI0F07128g,YALI1_F10530p
YALI0F07150r,YALI1_F10538r
YALI0F07194g,YALI1_F10552p
YALI0F07205r,YALI1_F10558r
YALI0F07216g,YALI1_F10585p
YALI0F07238g,YALI1_F10616p
YALI0F07260g,YALI1_F10633p
YALI0F07282g,YALI1_F10652p
YALI0F07282g,YALI1_F10660p
YALI0F07315g,YALI1_F10671p
YALI0F07337g,YALI1_F10688p
YALI0F07359g,YALI1_F10713p
YALI0F07381g,YALI1_F10731p
YALI0F07403r,YALI1_F10757r
YALI0F07447g,YALI1_F10760p
YALI0F07469g,YALI1_F10774p
YALI0F07491g,YALI1_F10786p
YALI0F07513g,YALI1_F10839p
YALI0F07535g,YALI1_F10866p
,YALI1_F10867p
YALI0F07549r,YALI1_F10893r
YALI0F07557g,YALI1_F10900p
YALI0F07579g,YALI1_F10928p
YALI0F07601g,YALI1_F10938p
YALI0F07623g,YALI1_F10971p
YALI0F07645g,YALI1_F10977p
,YALI1_F10987p
YALI0F07667g,YALI1_F10990p
YALI0F07689g,YALI1_F11020p
YALI0F07711g,YALI1_F11049p
,YALI1_F11054p
YALI0F07733g,YALI1_F11080p
YALI0F07755g,YALI1_F11093p
YALI0F07777g,YALI1_F11141p
YALI0F07799g,YALI1_F11186p
YALI0F07821g,YALI1_F11199p
YALI0F07843g,YALI1_F11224p
YALI0F07865g,YALI1_F11243p
YALI0F07887g,YALI1_F11261p
YALI0F07909g,YALI1_F11277p
YALI0F07931g,YALI1_F11292p
YALI0F07953g,YALI1_F11308p
YALI0F07975g,YALI1_F11313p
YALI0F08019g,YALI1_F11330p
,YALI1_F11337p
YALI0F08041g,YALI1_F11363p
YALI0F08063g,YALI1_F11396p
YALI0F08085g,YALI1_F11417p
YALI0F08107g,YALI1_F11449p
YALI0F08129g,YALI1_F11481p
YALI0F08151g,YALI1_F11493p
YALI0F08158r,YALI1_F11511r
YALI0F08165g,YALI1_F11553p
YALI0F08173r,YALI1_F11572r
YALI0F08195g,YALI1_F11583p
YALI0F08217g,YALI1_F11605p
YALI0F08239r,YALI1_F11618r
YALI0F08283g,YALI1_F11635p
YALI0F08305g,YALI1_F11658p
YALI0F08327g,YALI1_F11689p
,YALI1_F11711p
YALI0F08349g,YALI1_F11729p
YALI0F08371g,YALI1_F11781p
YALI0F08393g,YALI1_F11787p
YALI0F08415g,YALI1_F11827p
YALI0F08437g,YALI1_F11855p
,YALI1_F11857p
,YALI1_F11866p
YALI0F08459g,YALI1_F11871p
YALI0F08481g,YALI1_F11878p
,YALI1_F11889p
YALI0F08503g,YALI1_F11905p
YALI0F08525g,YALI1_F11907p
,YALI1_F11916p
YALI0F08569g,YALI1_F11930p
YALI0F08591g,YALI1_F11956p
YALI0F08613g,YALI1_F12013p
YALI0F08635g,YALI1_F12033p
,YALI1_F12052p
YALI0F08657g,YALI1_F12080p
YALI0F08679g,YALI1_F12089p
YALI0F08701g,YALI1_F12138p
YALI0F08723g,YALI1_F12176p
YALI0F08745g,YALI1_F12190p
,YALI1_F12211p
YALI0F08789g,YALI1_F12254p
YALI0F08811g,YALI1_F12312p
,YALI1_F12318p
YALI0F08833g,YALI1_F12330p
YALI0F08855g,YALI1_F12365p
YALI0F08877g,YALI1_F12422p
,YALI1_F12430p
YALI0F08899g,YALI1_F12434p
YALI0F08921g,YALI1_F12478p
YALI0F08943g,YALI1_F12504p
,YALI1_F12520p
,YALI1_F12523p
YALI0F08965g,YALI1_F12535p
YALI0F08987g,YALI1_F12562p
,YALI1_F12570p
YALI0F09009g,YALI1_F12578p
YALI0F09031g,YALI1_F12616p
YALI0F09053g,YALI1_F12635p
YALI0F09075g,YALI1_F12649p
YALI0F09097g,YALI1_F12666p
YALI0F09119g,YALI1_F12712p
YALI0F09141g,YALI1_F12757p
,YALI1_F12801p
YALI0F09163g,YALI1_F12810p
YALI0F09185g,YALI1_F12842p
,YALI1_F12871p
YALI0F09229g,YALI1_F12874p
YALI0F09251g,YALI1_F12895p
YALI0F09273g,YALI1_F12917p
YALI0F09295g,YALI1_F12946p
YALI0F09317g,YALI1_F12951p
YALI0F09339g,YALI1_F12969p
YALI0F09361g,YALI1_F12983p
YALI0F09383g,YALI1_F13001p
YALI0F09405g,YALI1_F13017p
YALI0F09427g,YALI1_F13023p
YALI0F09449g,YALI1_F13039p
YALI0F09471g,YALI1_F13046p
YALI0F09493g,YALI1_F13072p
YALI0F09515g,YALI1_F13079p
YALI0F09537g,YALI1_F13088p
YALI0F09559g,YALI1_F13097p
YALI0F09581g,YALI1_F13134p
,YALI1_F13155p
YALI0F09603g,YALI1_F13170p
,YALI1_F13172p
,YALI1_F13185p
