,#proteinId,ecNum,definition,catalyticActivity,cofactors,associatedDiseases,pathway,pathway_class,pathway_type,gotermId,gotermType,goName,goAcc
40,71,1.6.99.1,NADPH dehydrogenase.,NADPH + acceptor = NADP(+) + reduced acceptor.,FMN or FAD.,\N,\N,\N,\N,"[7744, 9710, 2412]","['molecular_function', 'molecular_function', 'molecular_function']","['FMN binding', 'oxidoreductase activity', 'NADPH dehydrogenase activity']","['GO:0010181', 'GO:0016491', 'GO:0003959']"
41,73,,,,,,,,,[3727],['molecular_function'],['protein binding'],['GO:0005515']
42,75,,,,,,,,,"[4591, 9551, 24336]","['biological_process', 'cellular_component', 'molecular_function']","['protein folding', 'prefoldin complex', 'unfolded protein binding']","['GO:0006457', 'GO:0016272', 'GO:0051082']"
43,76,,,,,,,,,"[162, 3736, 3930, 5721, 10074]","['molecular_function', 'molecular_function', 'cellular_component', 'biological_process', 'molecular_function']","['nucleotide binding', 'ATP binding', 'cytoplasm', 'tRNA processing', 'ligase activity, forming carbon-nitrogen bonds']","['GO:0000166', 'GO:0005524', 'GO:0005737', 'GO:0008033', 'GO:0016879']"
44,81,3.2.1.14,Chitinase.,"Hydrolysis of the 1,4-beta-linkages of N-acetyl-D-glucosamine polymers of chitin.",\N,\N,Aminosugars metabolism,Metabolism of Complex Carbohydrates,METABOLIC,"[2933, 4143, 2946, 6462]","['molecular_function', 'biological_process', 'molecular_function', 'molecular_function']","['hydrolase activity, hydrolyzing O-glycosyl compounds', 'carbohydrate metabolic process', 'chitinase activity', 'endochitinase activity']","['GO:0004553', 'GO:0005975', 'GO:0004568', 'GO:0008843']"
45,82,,,,,,,,,[5939],['molecular_function'],['zinc ion binding'],['GO:0008270']
46,84,,,,,,,,,"[3642, 6276, 9320, 3546, 4927, 9321]","['molecular_function', 'biological_process', 'cellular_component', 'molecular_function', 'biological_process', 'cellular_component']","['sugar:hydrogen symporter activity', 'carbohydrate transport', 'membrane', 'transporter activity', 'transport', 'integral to membrane']","['GO:0005351', 'GO:0008643', 'GO:0016020', 'GO:0005215', 'GO:0006810', 'GO:0016021']"
47,86,3.4.23.41,Yapsin 1.,"Hydrolyzes various precursor proteins with Arg or Lys in P1, and commonly Arg or Lys also in P2. The P3 amino acid is usually non- polar, but otherwise additional basic amino acids are favorable in both non-prime and prime positions.",\N,\N,\N,\N,\N,"[2632, 4639, 2628]","['molecular_function', 'biological_process', 'molecular_function']","['pepsin A activity', 'proteolysis', 'aspartic-type endopeptidase activity']","['GO:0004194', 'GO:0006508', 'GO:0004190']"
48,88,1.1.1.-,With NAD(+) or NADP(+) as acceptor.,\N,\N,\N,Bile acid biosynthesis,Lipid Metabolism,METABOLIC,"[5830, 9710, 247, 248, 2477, 2842, 2886, 6491, 9508, 10761, 10762, 10763, 15277, 16590, 16591, 19178, 22621, 25233]","['biological_process', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function']","['metabolic process', 'oxidoreductase activity', 'C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity', '3-keto sterol reductase activity', 'aldo-keto reductase activity', 'isocitrate dehydrogenase activity', 'mevaldate reductase activity', 'gluconate dehydrogenase activity', 'steroid dehydrogenase activity', 'epoxide dehydrogenase activity', '5-exo-hydroxycamphor dehydrogenase activity', '2-hydroxytetrahydrofuran dehydrogenase activity', 'phenylcoumaran benzylic ether reductase activity', 'steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor', 'steroid dehydrogenase activity, acting on the CH-CH group of donors', '(R)-2-hydroxyisocaproate dehydrogenase activity', '3-ketoglucose-reductase activity', '(R)-2-hydroxyglutarate dehydrogenase activity']","['GO:0008152', 'GO:0016491', 'GO:0000252', 'GO:0000253', 'GO:0004033', 'GO:0004448', 'GO:0004495', 'GO:0008875', 'GO:0016229', 'GO:0018451', 'GO:0018452', 'GO:0018453', 'GO:0032442', 'GO:0033764', 'GO:0033765', 'GO:0043713', 'GO:0048258', 'GO:0051990']"
49,88,1.1.1.-,With NAD(+) or NADP(+) as acceptor.,\N,\N,\N,Vitamin B6 metabolism,Metabolism of Cofactors and Vitamins,METABOLIC,"[5830, 9710, 247, 248, 2477, 2842, 2886, 6491, 9508, 10761, 10762, 10763, 15277, 16590, 16591, 19178, 22621, 25233]","['biological_process', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function']","['metabolic process', 'oxidoreductase activity', 'C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity', '3-keto sterol reductase activity', 'aldo-keto reductase activity', 'isocitrate dehydrogenase activity', 'mevaldate reductase activity', 'gluconate dehydrogenase activity', 'steroid dehydrogenase activity', 'epoxide dehydrogenase activity', '5-exo-hydroxycamphor dehydrogenase activity', '2-hydroxytetrahydrofuran dehydrogenase activity', 'phenylcoumaran benzylic ether reductase activity', 'steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor', 'steroid dehydrogenase activity, acting on the CH-CH group of donors', '(R)-2-hydroxyisocaproate dehydrogenase activity', '3-ketoglucose-reductase activity', '(R)-2-hydroxyglutarate dehydrogenase activity']","['GO:0008152', 'GO:0016491', 'GO:0000252', 'GO:0000253', 'GO:0004033', 'GO:0004448', 'GO:0004495', 'GO:0008875', 'GO:0016229', 'GO:0018451', 'GO:0018452', 'GO:0018453', 'GO:0032442', 'GO:0033764', 'GO:0033765', 'GO:0043713', 'GO:0048258', 'GO:0051990']"
50,88,1.1.1.-,With NAD(+) or NADP(+) as acceptor.,\N,\N,\N,"Glycine, serine and threonine metabolism",Amino Acid Metabolism,METABOLIC,"[5830, 9710, 247, 248, 2477, 2842, 2886, 6491, 9508, 10761, 10762, 10763, 15277, 16590, 16591, 19178, 22621, 25233]","['biological_process', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function']","['metabolic process', 'oxidoreductase activity', 'C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity', '3-keto sterol reductase activity', 'aldo-keto reductase activity', 'isocitrate dehydrogenase activity', 'mevaldate reductase activity', 'gluconate dehydrogenase activity', 'steroid dehydrogenase activity', 'epoxide dehydrogenase activity', '5-exo-hydroxycamphor dehydrogenase activity', '2-hydroxytetrahydrofuran dehydrogenase activity', 'phenylcoumaran benzylic ether reductase activity', 'steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor', 'steroid dehydrogenase activity, acting on the CH-CH group of donors', '(R)-2-hydroxyisocaproate dehydrogenase activity', '3-ketoglucose-reductase activity', '(R)-2-hydroxyglutarate dehydrogenase activity']","['GO:0008152', 'GO:0016491', 'GO:0000252', 'GO:0000253', 'GO:0004033', 'GO:0004448', 'GO:0004495', 'GO:0008875', 'GO:0016229', 'GO:0018451', 'GO:0018452', 'GO:0018453', 'GO:0032442', 'GO:0033764', 'GO:0033765', 'GO:0043713', 'GO:0048258', 'GO:0051990']"
51,88,1.1.1.-,With NAD(+) or NADP(+) as acceptor.,\N,\N,\N,Butanoate metabolism,Carbohydrate Metabolism,METABOLIC,"[5830, 9710, 247, 248, 2477, 2842, 2886, 6491, 9508, 10761, 10762, 10763, 15277, 16590, 16591, 19178, 22621, 25233]","['biological_process', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function']","['metabolic process', 'oxidoreductase activity', 'C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity', '3-keto sterol reductase activity', 'aldo-keto reductase activity', 'isocitrate dehydrogenase activity', 'mevaldate reductase activity', 'gluconate dehydrogenase activity', 'steroid dehydrogenase activity', 'epoxide dehydrogenase activity', '5-exo-hydroxycamphor dehydrogenase activity', '2-hydroxytetrahydrofuran dehydrogenase activity', 'phenylcoumaran benzylic ether reductase activity', 'steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor', 'steroid dehydrogenase activity, acting on the CH-CH group of donors', '(R)-2-hydroxyisocaproate dehydrogenase activity', '3-ketoglucose-reductase activity', '(R)-2-hydroxyglutarate dehydrogenase activity']","['GO:0008152', 'GO:0016491', 'GO:0000252', 'GO:0000253', 'GO:0004033', 'GO:0004448', 'GO:0004495', 'GO:0008875', 'GO:0016229', 'GO:0018451', 'GO:0018452', 'GO:0018453', 'GO:0032442', 'GO:0033764', 'GO:0033765', 'GO:0043713', 'GO:0048258', 'GO:0051990']"
52,88,1.1.1.-,With NAD(+) or NADP(+) as acceptor.,\N,\N,\N,Fructose and mannose metabolism,Carbohydrate Metabolism,METABOLIC,"[5830, 9710, 247, 248, 2477, 2842, 2886, 6491, 9508, 10761, 10762, 10763, 15277, 16590, 16591, 19178, 22621, 25233]","['biological_process', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function']","['metabolic process', 'oxidoreductase activity', 'C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity', '3-keto sterol reductase activity', 'aldo-keto reductase activity', 'isocitrate dehydrogenase activity', 'mevaldate reductase activity', 'gluconate dehydrogenase activity', 'steroid dehydrogenase activity', 'epoxide dehydrogenase activity', '5-exo-hydroxycamphor dehydrogenase activity', '2-hydroxytetrahydrofuran dehydrogenase activity', 'phenylcoumaran benzylic ether reductase activity', 'steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor', 'steroid dehydrogenase activity, acting on the CH-CH group of donors', '(R)-2-hydroxyisocaproate dehydrogenase activity', '3-ketoglucose-reductase activity', '(R)-2-hydroxyglutarate dehydrogenase activity']","['GO:0008152', 'GO:0016491', 'GO:0000252', 'GO:0000253', 'GO:0004033', 'GO:0004448', 'GO:0004495', 'GO:0008875', 'GO:0016229', 'GO:0018451', 'GO:0018452', 'GO:0018453', 'GO:0032442', 'GO:0033764', 'GO:0033765', 'GO:0043713', 'GO:0048258', 'GO:0051990']"
53,88,1.1.1.-,With NAD(+) or NADP(+) as acceptor.,\N,\N,\N,Galactose metabolism,Carbohydrate Metabolism,METABOLIC,"[5830, 9710, 247, 248, 2477, 2842, 2886, 6491, 9508, 10761, 10762, 10763, 15277, 16590, 16591, 19178, 22621, 25233]","['biological_process', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function']","['metabolic process', 'oxidoreductase activity', 'C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity', '3-keto sterol reductase activity', 'aldo-keto reductase activity', 'isocitrate dehydrogenase activity', 'mevaldate reductase activity', 'gluconate dehydrogenase activity', 'steroid dehydrogenase activity', 'epoxide dehydrogenase activity', '5-exo-hydroxycamphor dehydrogenase activity', '2-hydroxytetrahydrofuran dehydrogenase activity', 'phenylcoumaran benzylic ether reductase activity', 'steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor', 'steroid dehydrogenase activity, acting on the CH-CH group of donors', '(R)-2-hydroxyisocaproate dehydrogenase activity', '3-ketoglucose-reductase activity', '(R)-2-hydroxyglutarate dehydrogenase activity']","['GO:0008152', 'GO:0016491', 'GO:0000252', 'GO:0000253', 'GO:0004033', 'GO:0004448', 'GO:0004495', 'GO:0008875', 'GO:0016229', 'GO:0018451', 'GO:0018452', 'GO:0018453', 'GO:0032442', 'GO:0033764', 'GO:0033765', 'GO:0043713', 'GO:0048258', 'GO:0051990']"
54,88,1.1.1.-,With NAD(+) or NADP(+) as acceptor.,\N,\N,\N,Lysine degradation,Amino Acid Metabolism,METABOLIC,"[5830, 9710, 247, 248, 2477, 2842, 2886, 6491, 9508, 10761, 10762, 10763, 15277, 16590, 16591, 19178, 22621, 25233]","['biological_process', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function']","['metabolic process', 'oxidoreductase activity', 'C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity', '3-keto sterol reductase activity', 'aldo-keto reductase activity', 'isocitrate dehydrogenase activity', 'mevaldate reductase activity', 'gluconate dehydrogenase activity', 'steroid dehydrogenase activity', 'epoxide dehydrogenase activity', '5-exo-hydroxycamphor dehydrogenase activity', '2-hydroxytetrahydrofuran dehydrogenase activity', 'phenylcoumaran benzylic ether reductase activity', 'steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor', 'steroid dehydrogenase activity, acting on the CH-CH group of donors', '(R)-2-hydroxyisocaproate dehydrogenase activity', '3-ketoglucose-reductase activity', '(R)-2-hydroxyglutarate dehydrogenase activity']","['GO:0008152', 'GO:0016491', 'GO:0000252', 'GO:0000253', 'GO:0004033', 'GO:0004448', 'GO:0004495', 'GO:0008875', 'GO:0016229', 'GO:0018451', 'GO:0018452', 'GO:0018453', 'GO:0032442', 'GO:0033764', 'GO:0033765', 'GO:0043713', 'GO:0048258', 'GO:0051990']"
55,88,1.1.1.-,With NAD(+) or NADP(+) as acceptor.,\N,\N,\N,Nucleotide sugars metabolism,Nucleotide Metabolism,METABOLIC,"[5830, 9710, 247, 248, 2477, 2842, 2886, 6491, 9508, 10761, 10762, 10763, 15277, 16590, 16591, 19178, 22621, 25233]","['biological_process', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function']","['metabolic process', 'oxidoreductase activity', 'C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity', '3-keto sterol reductase activity', 'aldo-keto reductase activity', 'isocitrate dehydrogenase activity', 'mevaldate reductase activity', 'gluconate dehydrogenase activity', 'steroid dehydrogenase activity', 'epoxide dehydrogenase activity', '5-exo-hydroxycamphor dehydrogenase activity', '2-hydroxytetrahydrofuran dehydrogenase activity', 'phenylcoumaran benzylic ether reductase activity', 'steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor', 'steroid dehydrogenase activity, acting on the CH-CH group of donors', '(R)-2-hydroxyisocaproate dehydrogenase activity', '3-ketoglucose-reductase activity', '(R)-2-hydroxyglutarate dehydrogenase activity']","['GO:0008152', 'GO:0016491', 'GO:0000252', 'GO:0000253', 'GO:0004033', 'GO:0004448', 'GO:0004495', 'GO:0008875', 'GO:0016229', 'GO:0018451', 'GO:0018452', 'GO:0018453', 'GO:0032442', 'GO:0033764', 'GO:0033765', 'GO:0043713', 'GO:0048258', 'GO:0051990']"
56,88,1.1.1.-,With NAD(+) or NADP(+) as acceptor.,\N,\N,\N,Ascorbate and aldarate metabolism,Carbohydrate Metabolism,METABOLIC,"[5830, 9710, 247, 248, 2477, 2842, 2886, 6491, 9508, 10761, 10762, 10763, 15277, 16590, 16591, 19178, 22621, 25233]","['biological_process', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function']","['metabolic process', 'oxidoreductase activity', 'C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity', '3-keto sterol reductase activity', 'aldo-keto reductase activity', 'isocitrate dehydrogenase activity', 'mevaldate reductase activity', 'gluconate dehydrogenase activity', 'steroid dehydrogenase activity', 'epoxide dehydrogenase activity', '5-exo-hydroxycamphor dehydrogenase activity', '2-hydroxytetrahydrofuran dehydrogenase activity', 'phenylcoumaran benzylic ether reductase activity', 'steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor', 'steroid dehydrogenase activity, acting on the CH-CH group of donors', '(R)-2-hydroxyisocaproate dehydrogenase activity', '3-ketoglucose-reductase activity', '(R)-2-hydroxyglutarate dehydrogenase activity']","['GO:0008152', 'GO:0016491', 'GO:0000252', 'GO:0000253', 'GO:0004033', 'GO:0004448', 'GO:0004495', 'GO:0008875', 'GO:0016229', 'GO:0018451', 'GO:0018452', 'GO:0018453', 'GO:0032442', 'GO:0033764', 'GO:0033765', 'GO:0043713', 'GO:0048258', 'GO:0051990']"
